Word,OS
REFED,1.0
ANKHS,1.0
WOLLY,1.0
RICED,1.0
ROUEN,0.664
RIMES,0.669
PHONY,0.63
BOULE,0.698
NINON,1.0
EPOXY,0.51
ISLET,0.659
REDRY,1.0
BOSKS,1.0
GADGE,1.0
BIFFY,0.864
SHIRE,0.375
DEFOG,1.0
KURTA,0.693
KANDY,0.679
GOGOS,1.0
WAIFT,1.0
COVES,0.683
CIONS,1.0
TAKKY,1.0
SHIAI,1.0
PAVID,1.0
TAKER,0.645
EXITS,0.504
ROLFS,0.876
OUREY,1.0
GLUGS,1.0
POESY,0.851
URATE,1.0
WEXED,1.0
FONIO,1.0
CREMS,1.0
NITRO,0.395
BUBBA,0.587
BLIND,0.061
DEMPT,1.0
DOWLY,1.0
DROVE,0.18
SNIFT,1.0
ACRES,0.07
PASCH,1.0
WOADS,1.0
ABAND,1.0
CAULK,0.685
TAXER,1.0
MARSH,0.197
CAVAS,1.0
FOAMY,0.687
MUREX,0.837
SPINS,0.561
GOMER,0.695
TELEX,0.614
KRONA,0.544
APRON,0.54
PACEY,0.698
SCAMP,0.625
DAWKS,1.0
MACES,0.884
ROILY,1.0
HERDS,0.617
OMDAH,1.0
CLOGS,0.615
RONEO,1.0
UNCUS,1.0
ABASH,1.0
LAURA,0.072
KAWAU,1.0
LALDY,1.0
DAULT,0.887
ROSCO,0.694
CENTU,1.0
METHO,0.842
LYMPH,0.523
DONSY,1.0
PARTE,0.548
NEVER,0.007
OUTRE,0.697
CALFS,1.0
ACROS,0.828
MALAM,0.846
WRATH,0.402
TOGUE,1.0
WOOLS,0.726
ORGAN,0.11
WALLA,0.549
MERGE,0.168
FIZZY,0.69
HEVEL,1.0
NAWAL,1.0
URAOS,1.0
TOSSY,1.0
IVORY,0.14
SODDY,0.852
FINIS,0.691
SPULE,1.0
GOOKS,1.0
TODOS,0.529
PHOTS,0.749
BLOBS,0.676
NANCY,0.075
FLANS,1.0
RAYLE,1.0
TINAS,1.0
KANZU,1.0
PROSS,1.0
PEEKY,1.0
MIZEN,1.0
NILLS,1.0
VOMIT,0.63
INGLE,0.682
TAPER,0.574
BASKS,1.0
DELOS,0.685
PIPIT,0.697
COQUI,1.0
VITEX,0.698
NIKAU,1.0
SKIEY,1.0
BETID,1.0
WHELK,1.0
PINDS,1.0
SKANK,0.687
DEASH,1.0
KAIES,1.0
CHEVY,0.175
SIRRA,1.0
CUPEL,1.0
MUVVA,1.0
TAMER,0.673
ABSIT,1.0
MUTHA,0.687
PIANO,0.051
SQUID,0.261
MARAH,0.696
MOUPS,1.0
VOLET,1.0
CORAM,0.684
FAVER,1.0
WOOLY,0.684
FIFTY,0.123
POMBE,0.674
AIRER,1.0
SPOUT,0.615
PUSSY,0.017
GIMME,0.556
ZOEAL,1.0
FRORN,1.0
PHENE,1.0
MULGA,0.833
MIAOU,1.0
QUASI,0.357
SOKAH,1.0
VESTS,0.486
DOBLE,0.682
ROMAL,1.0
MAPPY,1.0
OBOLS,1.0
POSED,0.277
OOSES,1.0
STERE,1.0
DECAN,1.0
FAUNA,0.435
NATES,0.698
PAYEE,0.646
JASPS,1.0
DOILY,0.697
PEENT,1.0
GIBLI,1.0
NASAL,0.394
ORGIC,1.0
TOWIE,1.0
ROAKY,1.0
SURRA,1.0
STUDY,0.007
KANES,1.0
BRERE,1.0
FIKES,1.0
UNTAX,1.0
BECKS,0.688
FLEAM,1.0
TORTA,0.726
FLUTY,1.0
BUTEO,0.727
PECIA,1.0
GOOLD,0.817
NURSE,0.06
REBAB,1.0
VOUCH,0.67
MIMER,0.862
ALLYL,0.697
HOUSE,0.004
IDOLS,0.59
FELLS,0.684
WOMBS,0.895
CYSTS,0.625
OSETR,1.0
LURCH,0.689
COUDE,1.0
NARKS,1.0
PARGO,1.0
SPICK,1.0
GUNGY,1.0
IXTLE,1.0
JAWNS,1.0
LOLLS,1.0
LIMBS,0.509
THAGI,1.0
CLUED,0.697
NOULS,1.0
MILOS,0.678
GOATS,0.458
MAILO,1.0
THINS,0.695
PORGE,1.0
MUKTI,1.0
AJWAN,1.0
NORKS,1.0
GULPH,1.0
GRABS,0.525
OKEHS,1.0
AVYZE,1.0
DELLY,1.0
HEUCH,1.0
BARON,0.285
PHARE,0.677
WIRES,0.185
RAKIS,1.0
CELTS,0.665
CODER,0.589
PITCH,0.102
DOREE,1.0
TEMED,1.0
PARRA,0.681
WAKEN,0.859
SUING,0.625
CIRRI,1.0
BULBS,0.199
JOKOL,1.0
MELTS,0.635
METRO,0.053
IROKO,1.0
ASHEN,0.691
GAWPS,1.0
PAVON,1.0
PREES,1.0
PIEZO,0.67
LODEN,0.804
ACORN,0.518
OHONE,1.0
BEMIX,1.0
SOILS,0.209
GUFFS,1.0
MANDY,0.446
CHUSE,1.0
SNEAK,0.438
GOOGS,1.0
QUAWS,1.0
SKEEV,1.0
NONCY,1.0
SHART,1.0
JIBED,1.0
RUMPO,1.0
QUINA,1.0
BOURD,1.0
MINSE,1.0
WATAP,1.0
SHOOK,0.343
EWERS,1.0
NEWBS,0.825
GHOUL,0.685
HORSY,1.0
EDGER,0.692
KLANG,0.678
RAFFY,1.0
SPORE,0.649
MOROR,1.0
VEEPS,1.0
MAMMA,0.566
SHOYU,1.0
OBESE,0.534
STASH,0.547
KARAI,1.0
IAMBI,1.0
SHINY,0.313
DANSE,0.673
KORAI,1.0
SDEIN,1.0
FAVOR,0.084
DERES,1.0
LOTSA,0.685
OUPED,1.0
KHANA,1.0
BREES,0.697
CRUDE,0.195
WASTS,1.0
NOMES,0.849
DEGAS,0.663
WOOLD,1.0
EIKED,1.0
HAJES,1.0
SNOWK,1.0
BITTS,1.0
CRISS,0.648
GONOF,1.0
HAJIS,1.0
APAYD,1.0
PROST,0.694
RAUNS,1.0
CUTER,0.694
RIVED,0.875
TUSKY,1.0
VEGGO,1.0
LEXIS,0.6
FLING,0.639
NAUNT,1.0
WOVEN,0.235
HIPPO,0.59
PELTS,0.696
UREDO,1.0
BRITH,0.807
EILDS,1.0
BHAVA,0.891
LOIDS,1.0
TURNT,1.0
FLUOR,0.676
LYARD,1.0
BELON,1.0
SAHAB,1.0
SMITE,0.682
YACCA,1.0
PALLS,1.0
SHETS,1.0
PREVE,1.0
DILLI,1.0
VAIRY,1.0
COWAN,0.556
LITHE,0.696
FIELD,0.007
KLICK,0.682
FAYRE,0.684
SNABS,1.0
PAPAW,1.0
GOAFT,1.0
MISSY,0.508
SPAZA,1.0
SISSY,0.562
CLOAM,1.0
WILIS,1.0
ABRIS,1.0
SAYAS,1.0
BLONX,1.0
WRAST,1.0
KNAUR,1.0
SADLY,0.256
FASTI,1.0
DISCS,0.096
TURNS,0.058
QURSH,1.0
BAIZE,1.0
BURET,1.0
PUFFS,0.658
ALBEE,0.685
REDES,0.689
BOATS,0.064
BUBBE,1.0
STEWY,1.0
COUTA,1.0
SUNNS,1.0
RAIKS,1.0
DOJOS,1.0
SWOPT,1.0
DREAM,0.03
YUZUS,1.0
RATEL,1.0
FERER,1.0
GNATS,0.655
IMBOS,1.0
ROOPS,1.0
SELFS,1.0
SALAS,0.672
SKEGG,1.0
PHASM,1.0
CUIFS,1.0
JUSTE,0.69
GIFTS,0.01
SILER,0.689
EASLE,1.0
SALTO,0.689
TENDU,1.0
VLEIS,1.0
QUIDS,1.0
RANDO,0.699
GUDES,1.0
MESEL,1.0
WIGAN,0.535
MANTO,0.819
NIOZA,1.0
DAIRY,0.114
QUAIS,1.0
SPIRT,0.861
SILES,1.0
KREEP,1.0
PICKS,0.06
BOEPS,1.0
PEINS,1.0
TEARS,0.108
TUART,1.0
AKOIA,1.0
ZOWIE,0.844
MAVEN,0.526
HOWSO,1.0
BUDAS,1.0
DAILY,0.009
TAMIS,1.0
YAKKA,1.0
GROIN,0.628
VEXED,0.685
TEGUS,1.0
MAKAI,0.699
TITLE,0.005
SEFER,0.694
LUMPY,0.679
DAKER,1.0
SNAKE,0.131
AFRIT,1.0
ZIGAN,1.0
STIPA,1.0
ANANA,1.0
VOCAB,0.668
NAVED,1.0
FROYO,1.0
PILAR,0.673
ADMIT,0.114
BOWIE,0.304
IDIOM,0.652
DRAWL,0.699
BURLS,1.0
LANCE,0.182
CRUSE,0.687
SEATS,0.059
KELPS,1.0
BLAER,1.0
CHIVE,0.699
NEUME,1.0
THUJA,0.699
MUGGS,0.774
NASON,0.694
SNAGS,0.677
TORAS,1.0
BITTY,0.667
REDID,0.799
RELET,1.0
SKIRL,1.0
BEVUE,1.0
BOCCI,1.0
DENCH,0.688
SEEDY,0.681
EYOTS,1.0
VELAR,0.885
PIKES,0.663
NEEFS,1.0
CUING,1.0
RECEP,0.695
PLATS,0.679
YARER,1.0
PORKS,1.0
RUDES,1.0
SAVOR,0.657
GUARS,1.0
HAZEL,0.352
CHIZZ,1.0
GEIST,0.667
ROTIS,1.0
BASTA,0.678
UNTAG,1.0
NEEDY,0.538
PICKY,0.636
RAXES,1.0
MORAN,0.432
YAMEN,1.0
PAREN,0.694
GOVES,1.0
ECHOS,0.692
HOMOS,0.766
TEXTS,0.083
PEGOS,1.0
REENS,1.0
NELIA,1.0
DBAGS,1.0
AUGEN,0.695
EORLS,1.0
HINGE,0.525
CHIRP,0.685
ALLOT,0.669
TUBAR,1.0
OUZEL,1.0
DALES,0.639
MURGI,1.0
KIDGE,1.0
MIZZY,1.0
TEPOY,1.0
MARAE,0.693
HOOFS,0.699
TOPHI,1.0
PHASE,0.025
CACKY,1.0
LICHI,1.0
SHYER,1.0
BIHON,1.0
FILON,1.0
EAGLE,0.06
TWANK,1.0
TRIOR,1.0
ELUTE,1.0
PELOG,1.0
RELAX,0.113
DARTS,0.437
FRAUS,1.0
DEERE,0.473
TURBO,0.099
FAINS,1.0
MOERS,1.0
FEEZE,1.0
CROCI,1.0
STEAL,0.16
MODEM,0.063
GENIO,0.699
DRILY,1.0
TODAY,0.004
REBUY,0.857
GROWS,0.17
TANGY,0.675
QUONK,1.0
DISME,1.0
TAATA,1.0
BWANA,0.83
SNIPY,1.0
FUSTS,1.0
GLUES,0.665
TIERS,0.617
HERPS,1.0
IMMIT,1.0
BENNY,0.418
ANOAS,1.0
DOORS,0.049
APGAR,0.699
BOURN,0.804
EBANK,1.0
HALLO,0.654
HULLS,0.666
FENDY,1.0
QUEEK,1.0
HOOPS,0.41
HAUTE,0.514
SWARD,0.785
PEAGE,1.0
SHEVA,0.691
KETAS,1.0
RUMES,1.0
AGERS,0.692
MEADS,0.693
ASPIE,1.0
MIMEO,0.686
TUNDS,1.0
HOISE,1.0
MEASE,0.888
PRIDY,1.0
BORAL,0.748
STEDD,1.0
AREAL,0.68
DOWED,1.0
MUTES,0.694
MYLAR,0.637
SLOSH,0.893
IDLED,0.791
SPUGS,1.0
AZURY,1.0
PUDDY,1.0
KAING,1.0
TWINY,1.0
KREWE,0.749
FREON,0.692
MANGS,1.0
CRASS,0.668
ORRIS,0.753
TOKOS,1.0
CLEFS,0.699
OGGIN,1.0
BHOOT,1.0
HYNDE,0.877
VERRA,1.0
IGLOO,0.669
QAJAQ,1.0
BETAS,0.678
LISES,1.0
PAPPY,0.695
FOCAL,0.171
PICAS,1.0
SOLES,0.63
AINGA,1.0
OUZOS,1.0
HOACH,1.0
ADAWN,1.0
GLUGG,1.0
BASHA,0.764
NARKY,1.0
LINNY,1.0
SHAYA,1.0
TRAYF,1.0
MOPED,0.658
EASES,0.646
LAIRD,0.616
BEADY,0.748
JURIS,0.665
AGISM,1.0
MEANS,0.009
VOGIE,1.0
CEDES,0.862
BUNKO,0.698
NARIC,1.0
PEART,0.693
QUERY,0.032
LEARE,1.0
CARBY,1.0
INDOL,1.0
DEBYE,0.712
BYKED,1.0
LAARF,1.0
KOFTA,1.0
KAPAS,1.0
OLIOS,1.0
ROUFS,1.0
LOUIE,0.579
PLEWS,1.0
SPAWL,1.0
DARZI,1.0
QUOLL,1.0
CELEB,0.22
CONVO,0.698
STORE,0.003
SKARN,1.0
VEGES,1.0
SHADE,0.143
NABES,1.0
PIRRE,1.0
BLUEY,0.797
BREAK,0.02
RYPER,1.0
FAERY,0.675
HOODS,0.446
AMIES,1.0
HEATS,0.594
UMBRE,1.0
QUIET,0.06
GLEED,1.0
WANKS,1.0
GURLS,0.716
NIKAH,1.0
TAZZE,1.0
KORUN,1.0
TOWZE,1.0
BLAMS,1.0
FALLS,0.03
WAIRS,1.0
WILGA,1.0
KWELA,1.0
AAPAS,1.0
NAVVY,1.0
SAPOR,1.0
ROTAN,0.809
SAKER,0.875
LEGER,0.657
XERIC,0.814
CYANO,0.705
GARRE,1.0
TOMES,0.687
JUDGY,1.0
NAINS,1.0
TIMON,0.691
BEVAN,0.669
DUALS,0.684
URGED,0.213
AZOLE,1.0
DOXES,1.0
FLABS,1.0
FAVAS,1.0
VIVER,1.0
LARGA,0.698
MANUS,0.69
TOUZE,1.0
STARS,0.017
KNOBS,0.465
YOWIE,1.0
JIBES,1.0
AVION,0.649
FROZE,0.648
TENES,1.0
NEXUS,0.367
OBOLE,1.0
COOMY,1.0
LOOKS,0.023
WALTZ,0.529
SMOKE,0.06
DREGS,0.692
LEDGE,0.589
KAYLE,1.0
COUPS,0.686
CHART,0.029
LYTES,1.0
MADAM,0.494
KALAS,1.0
BENTY,1.0
RAFTS,0.663
VINCA,0.696
WILES,0.674
BILBO,0.684
CHARK,1.0
CEDER,1.0
TENTS,0.26
VIRGO,0.578
BISKS,1.0
MINES,0.18
BUHLS,1.0
MAVIS,0.661
YOLKY,1.0
KEAKI,1.0
SIRIH,1.0
FIEFS,1.0
DIKES,0.669
DUNCE,0.699
MEVES,1.0
KETES,1.0
HEFTY,0.615
ZOOEY,0.7
CRITS,0.786
WIVED,1.0
BOGLE,0.686
CAWKS,1.0
CHAVS,0.688
DUOMI,1.0
TEWEL,1.0
MESYL,1.0
BALMY,0.688
HYLEG,1.0
ACARI,0.779
FEATS,0.638
MEAKE,1.0
IGNIS,0.694
GONGS,0.698
KARTS,0.651
DENTS,0.597
HAFFS,1.0
SAKES,0.687
HORNY,0.081
ADRAD,1.0
REBUD,1.0
YAYAS,1.0
SHIER,1.0
UNMEW,1.0
PLASM,0.878
LOAST,1.0
PUCKA,0.894
PIVOT,0.528
WORKS,0.01
SKEES,1.0
PALER,0.694
KNISH,1.0
NIGGA,0.584
MADAR,1.0
WAKFS,1.0
RUCHE,1.0
TODDE,1.0
SAURY,1.0
ROUGH,0.087
KNOPS,1.0
AKING,0.699
YILLS,1.0
CYMAE,1.0
BRENT,0.214
UMPTY,1.0
MELLS,1.0
MARUA,1.0
IMPRO,0.777
HOWDY,0.634
WOOPY,1.0
ASWIM,1.0
BRANK,1.0
PINKO,0.688
GINNY,0.606
VOWEL,0.602
REEMS,0.818
EIDER,0.697
HYPED,0.642
JEERS,0.693
SINCE,0.005
KACHA,1.0
WHIOS,1.0
NARIS,1.0
AURUM,0.696
AWAKE,0.31
FULLY,0.021
RATHE,1.0
SCOPS,1.0
ARVEE,1.0
WRONG,0.02
ROMPY,1.0
SWINE,0.544
RAMES,0.839
GIMEL,1.0
MANGE,0.684
WIFTY,1.0
LEVIN,0.454
CHAFE,0.698
WENNY,1.0
QUEYS,1.0
TOKAY,0.865
TARDO,1.0
POLAR,0.13
PENDS,0.899
ASHES,0.332
MOPES,1.0
VISNE,1.0
LASED,1.0
EROSE,1.0
COLTS,0.478
RAPER,0.698
DIRAM,1.0
GYRUS,0.685
JAKIE,1.0
VUTTY,1.0
CAPES,0.663
NUMEN,1.0
EXTRA,0.017
JOWED,1.0
COSED,1.0
AGARS,1.0
PIQUE,0.641
TALAR,1.0
BEDAD,1.0
MANDI,0.672
UNKUT,1.0
DULLS,1.0
SLOOT,0.871
BAWLS,0.87
SOWNE,1.0
PLENO,1.0
REBIT,1.0
STREP,0.647
BESOT,1.0
BOONS,0.894
SEWED,0.692
LATAH,0.715
REPRO,0.628
BOOHS,1.0
FLAPS,0.588
GIRRS,1.0
VESTA,0.669
HYENS,1.0
ANYON,1.0
BODGE,1.0
MODOM,1.0
YURTS,1.0
EXILE,0.357
ADRET,1.0
NOYED,1.0
DYADS,0.814
LONGE,0.749
TRIDE,1.0
TRADS,1.0
GOFFS,1.0
WHEYS,1.0
SHOJO,0.772
AYAYA,1.0
RISKS,0.052
REPOT,0.822
DWAUM,1.0
AKARA,1.0
QUANK,1.0
SHALE,0.63
KIEFS,1.0
CLOCK,0.038
NERKS,1.0
CALMY,1.0
BOBAC,1.0
POUTY,0.821
JINNE,1.0
ANTIC,0.695
ANGEL,0.04
WHAMS,1.0
TATER,0.689
SPODS,1.0
VEERY,1.0
HEAME,1.0
UNMET,0.648
EPHAH,1.0
TONAL,0.636
GONER,0.777
PAUAS,1.0
RUVID,1.0
MAIST,1.0
ERUPT,0.679
AMORE,0.61
SICKO,0.754
FELLY,0.706
JIMPY,1.0
CROME,0.824
SISES,1.0
HONEY,0.1
VACAY,1.0
RENTS,0.477
FENKS,1.0
HOSEY,1.0
PUFFY,0.287
ASKAR,0.884
PATEE,1.0
DOWNY,0.68
APHID,0.679
DONKO,1.0
VAMPY,1.0
RAINS,0.458
CRAPS,0.168
AMAHS,1.0
CRAVE,0.584
BOSSA,0.658
ACCHA,1.0
DEELY,1.0
HOONS,1.0
RIZAS,1.0
PRADS,1.0
CROWS,0.574
CASUS,0.874
GREGO,1.0
KUFIS,1.0
DEFIS,1.0
PLEBS,1.0
BAYTS,1.0
FOGOU,1.0
BLOOM,0.183
TIARS,1.0
AGONS,1.0
HOVEL,0.793
ROKER,0.692
CODEX,0.582
YAJNA,1.0
KINOS,1.0
TIYIN,1.0
SALSE,1.0
REORG,0.67
STOWS,1.0
SPOSH,1.0
ENDER,0.651
RHEME,1.0
TIRLS,1.0
FIDGE,1.0
KICKS,0.264
HAPAX,1.0
FRIER,1.0
BARNY,1.0
BLURT,0.753
FORAM,0.689
COWLS,1.0
KORMA,1.0
SPARK,0.207
EDGES,0.128
NEUMS,1.0
TEWIT,1.0
CAPAX,1.0
HUIAS,1.0
TERTS,1.0
PINEY,0.669
PADAM,1.0
MIAIS,1.0
DONOR,0.141
BRICK,0.124
PLAZA,0.07
PULAO,1.0
GUARD,0.047
KINDA,0.177
SQUAT,0.613
YESKS,1.0
ECARD,0.503
FRITS,0.698
SOMAN,0.732
ASWAY,1.0
MAJAS,1.0
PUPAS,1.0
ZAMAN,0.685
DUROY,1.0
CIVIE,1.0
SETON,0.591
AMENE,1.0
STYMY,1.0
SUBAS,1.0
AWARI,1.0
AXONE,1.0
GABBY,0.675
FLARY,1.0
TWALS,1.0
SQUIZ,1.0
DUADS,1.0
SOUPY,0.72
DUNSH,1.0
PLOOT,1.0
PUTTU,1.0
ANLAS,1.0
TORCH,0.298
HOMED,0.693
SEROW,1.0
BLOGS,0.021
AGIST,1.0
TANKA,0.695
PRIMA,0.319
VOBLA,1.0
FLOSH,1.0
TAMAS,0.694
RAVER,0.681
VEGAS,0.022
ROVES,1.0
OMMEL,1.0
GODET,1.0
SUJEE,1.0
CERNE,1.0
HALON,0.691
AXILS,1.0
EATEN,0.293
DORMS,0.662
CHIVA,1.0
SONNE,0.671
KINGS,0.067
ROYST,1.0
ALBUM,0.013
GROOF,1.0
BUDDY,0.042
DINIC,1.0
ERHUS,1.0
QUOIT,1.0
VITTA,1.0
COXIB,1.0
TITHI,1.0
BEMAD,1.0
GOUTS,1.0
CHIRU,1.0
WODGY,1.0
GUCKS,1.0
RICIN,0.691
LIMAN,0.79
OWNER,0.017
SPOIL,0.561
TREWS,0.893
GAWDS,1.0
OWNIO,1.0
GRAMS,0.191
VAXES,1.0
TRIGS,1.0
LEETS,1.0
QUEME,1.0
LAXLY,1.0
DHONI,0.75
SIDER,0.653
TABLS,1.0
SPUER,1.0
CORED,0.688
MERIT,0.155
WHEWS,1.0
TREIF,1.0
ELFED,1.0
CORGI,0.599
NEWSY,0.843
IDYLS,1.0
PRAYS,0.67
WIGHT,0.457
GARRI,1.0
CHADO,1.0
NONNO,1.0
GLAZY,1.0
TENGE,0.666
PAVES,0.683
PLINK,0.784
NAFFS,1.0
NONAS,1.0
PIPID,1.0
MAIKS,1.0
SMEES,1.0
SUDDS,1.0
PLUMP,0.295
CERED,1.0
MOONS,0.598
TARSE,1.0
BEWET,1.0
ABACA,0.781
SAVED,0.051
SCRAB,1.0
BYDED,1.0
MALIC,0.697
SADHU,0.769
KAROS,1.0
TRANS,0.07
POKIE,0.873
DOUCE,0.694
ELEGY,0.679
CONTO,0.674
OBEYS,0.685
NILAS,1.0
MERRY,0.157
FIXER,0.652
ESCOT,1.0
POISE,0.675
SOYUZ,0.672
RAISE,0.047
PASHM,1.0
RORTS,1.0
BONGO,0.63
ATUAS,1.0
ASKER,0.611
AZUKI,1.0
FALSY,1.0
CUBEB,1.0
AQUAS,1.0
WOLFS,0.753
ANNUL,0.695
LUGED,1.0
SMUGS,1.0
DRAFT,0.029
LITED,1.0
PICHI,1.0
WEILS,1.0
GRATE,0.64
WHINS,1.0
SIEVE,0.621
BOKED,1.0
POLLO,0.682
BLUNK,1.0
ESKER,0.682
EYRES,1.0
PADAS,1.0
ILEAC,1.0
LAWNY,1.0
CYMAS,1.0
GUTSY,0.688
BOMBS,0.25
ZAWNS,1.0
CRIER,0.671
ACERS,1.0
GUPPY,0.686
LUSTY,0.637
DATED,0.079
RANKE,1.0
RUSTY,0.36
OMDEH,1.0
TAMAL,1.0
REMAP,0.695
WERSH,1.0
TORCS,0.778
PROAS,1.0
DHOLL,1.0
ENARM,1.0
LOLED,1.0
WHEAR,1.0
CUNEI,1.0
COSET,0.751
RAFTY,1.0
JAVEL,1.0
FIFES,1.0
GRICE,0.687
APISH,1.0
IDANT,1.0
LOCIE,1.0
HILLO,1.0
SLAWS,1.0
CENTS,0.097
PLAIN,0.042
VOLTA,0.61
GUNDY,0.699
RINES,1.0
KEROS,1.0
CONDO,0.155
ASANA,0.692
SPINK,0.689
PSION,0.602
YAWNS,0.701
COYER,1.0
THEWS,1.0
CARLS,0.814
ODYLE,1.0
CHALS,1.0
DARKS,0.819
FATES,0.656
PONGS,1.0
HOYED,1.0
HALAL,0.671
SORGO,1.0
ICONS,0.073
BAFTA,0.689
BLATE,1.0
PARES,0.696
ROWEL,1.0
HELPS,0.034
VAKAS,1.0
THALI,0.847
LLANO,0.677
WAMUS,1.0
DOZES,1.0
MOBLE,0.774
MYXOS,1.0
YEARN,0.679
RAGGA,0.662
LILTY,1.0
UNPAY,1.0
NIGER,0.186
SLANK,1.0
BIFID,1.0
GAUMS,1.0
LACES,0.646
BEKAH,0.893
FIENT,1.0
NOWDS,1.0
VITRO,0.2
SHYLY,0.688
HELVE,1.0
MURRS,1.0
FIRRY,1.0
MAIRS,1.0
LINDY,0.639
TUTTI,0.603
KAREE,1.0
MOBOS,0.699
LABIS,1.0
PLUKE,1.0
INSEE,1.0
BASIN,0.095
WINCH,0.604
ABOUT,0.001
TIZES,1.0
GENES,0.081
PROBE,0.104
UMIAC,1.0
SPAER,1.0
MOOTS,0.719
SEWEN,1.0
GRUED,1.0
SHIST,1.0
PERKS,0.597
TOLUS,1.0
AFIRE,0.699
POMAS,1.0
MAPOU,1.0
GULAG,0.683
ARIKI,1.0
JUPES,1.0
FALSE,0.03
NELLY,0.213
GITES,0.68
BURRY,0.745
SENDS,0.133
CANES,0.623
BEVER,0.808
KNAWE,1.0
WONGA,0.899
LIMEN,1.0
PUNGO,1.0
STAIG,1.0
TWERK,1.0
THUMB,0.137
RESID,0.572
COPAY,0.684
STREW,1.0
OOMPH,0.692
SAGGY,0.652
KAIDS,1.0
RUERS,1.0
NAVES,0.811
VIRLS,1.0
SEVER,0.638
PUPUS,1.0
ETTLE,1.0
TIPUP,1.0
OLLAS,1.0
WALLY,0.557
BULLY,0.549
SWANG,1.0
DOSER,1.0
URENT,1.0
POCAN,1.0
SPILE,1.0
OCCUR,0.041
RISUS,0.888
MAKAF,1.0
SABOT,0.696
YAMUN,1.0
MATAI,1.0
DURZI,1.0
VOUGE,1.0
MACKA,1.0
GRRRL,0.697
AVELS,1.0
SORTS,0.167
GLIDE,0.528
MENES,0.787
CRANE,0.205
AZINE,1.0
NOSED,0.646
XOANA,1.0
UTERI,0.714
OBELI,1.0
TROTS,0.7
SIMBA,0.677
WIRER,1.0
PARTY,0.007
POTAI,1.0
REGES,1.0
GOMBO,1.0
GRUME,1.0
HAWED,1.0
WAGYU,1.0
UPBOW,1.0
MARES,0.627
NUSED,1.0
SYNOD,0.595
HEMIC,1.0
TWERP,1.0
TRYMA,1.0
TEENY,0.631
UVEAL,1.0
CREPT,0.649
HYPHY,1.0
PERST,1.0
LORDS,0.206
BEGAN,0.026
THRUM,1.0
NOCKS,1.0
ORNEE,1.0
KRAIS,1.0
IGLUS,1.0
SLOES,1.0
APOLS,1.0
CYCLO,0.676
BACKY,1.0
RICHT,0.82
MOIST,0.467
DROID,0.661
STAND,0.022
BONIE,1.0
FETUS,0.527
TERAS,1.0
BLARE,1.0
NAPOO,1.0
DICED,0.624
MALTS,0.692
SHEND,1.0
BOARS,0.69
CHARM,0.095
MAYOS,1.0
SUETS,1.0
ANTSY,0.769
BREVE,0.681
PINAS,0.746
SPRUG,1.0
RECIT,1.0
HALTS,0.666
DATER,0.742
MOGOS,1.0
AFOAM,1.0
PLOCE,1.0
INULA,1.0
SETAE,0.699
RADDY,1.0
LAWNS,0.608
GENIP,1.0
XRAYS,1.0
RAKED,0.684
MAXIM,0.262
REEAF,1.0
SWALE,0.69
WILLS,0.228
MIDIS,0.674
SCIRE,1.0
STONN,1.0
KINKS,0.624
ZEROS,0.585
VATAS,1.0
DOGIE,1.0
SERRY,1.0
PEPSI,0.507
VIAND,1.0
ACENE,1.0
ALOFT,0.658
BEALS,0.686
KANEH,1.0
YIRKS,1.0
PILED,0.625
BAJRA,1.0
LESOS,1.0
RENIN,0.679
BONUS,0.036
WAUFF,1.0
CRINK,1.0
LYSES,1.0
KNACK,0.646
RECON,0.505
CANNS,1.0
DEVEL,0.036
SPAYD,1.0
THROB,0.688
GAPER,1.0
ARISE,0.12
MODER,0.696
BLUID,1.0
BERKO,1.0
AGILE,0.52
KAMAS,0.83
ASSAI,0.883
SLITS,0.662
MATTE,0.344
SPADS,1.0
STOOL,0.33
ASHET,1.0
URAEI,1.0
PULLS,0.26
FIRMS,0.039
MOULE,0.838
ROBER,0.697
BYDES,1.0
MODII,1.0
EALED,1.0
TACHE,0.897
BEBOP,0.605
SWAPT,1.0
GUAVA,0.683
CURLY,0.448
SOLON,0.655
ARGUE,0.12
COVET,0.687
SKOAL,1.0
MOSSO,0.787
HADED,1.0
SHORL,1.0
DOUPS,1.0
HIVES,0.613
BULLS,0.282
TRUCE,0.616
KATAL,1.0
THUGS,0.569
ARLES,0.658
DROWN,0.589
SKAGS,1.0
BABEL,0.6
REVET,1.0
NOVEL,0.046
ALAYS,1.0
CODAS,1.0
RACHE,0.856
PUNJI,1.0
DOUKS,1.0
POTSY,1.0
DIOLS,1.0
AMNIC,1.0
EVICT,0.688
BAUDS,1.0
HOSTA,0.677
DOWIE,0.888
WIZEN,1.0
MICKS,1.0
SHOWY,0.679
ZOEAE,1.0
TOXIN,0.553
NODED,1.0
BLEAT,0.695
KIAAT,1.0
TOYED,0.695
AZURN,1.0
PUPAE,0.698
GREES,1.0
OOPAK,1.0
YAHOO,0.006
WISTS,0.627
OVOLI,1.0
PINES,0.326
FOAMS,0.673
NEVES,0.695
PURIS,1.0
SERVE,0.027
LOVIE,0.766
YSAME,1.0
WOMAS,1.0
RELOS,1.0
SEPIA,0.632
TRADE,0.009
BUTES,1.0
MICRA,0.685
WEISE,0.691
RECUT,0.695
RISER,0.608
MBARI,1.0
DOWER,0.691
SAKAI,0.465
